,KNN,Naive,XGBoost,adaboost
31,0.68878523553024,0.3528208596138524,0.6838377297221879,0.6901357734696594
32,0.6876112618708736,0.35315762474950174,0.6835698583684746,0.6858309998999009
33,0.6879645567873623,0.3176315700049153,0.6867205767631636,0.6828911053609983
34,0.6875816272739518,0.3523682605729267,0.6875576165440367,0.6826840557260153
35,0.6876349791353675,0.3498112931367088,0.6882639993182825,0.679506186614937
36,0.687261829121932,0.3464537127668031,0.6885527351138042,0.6834204622415496
37,0.6881095803115319,0.3245521042636414,0.688933674141478,0.6844435016386768
38,0.6887064599304414,0.31814830083126916,0.6904042765086605,0.681759534710702
39,0.6888975395879058,0.31814830083126927,0.6897849191045402,0.6835641570637544
40,0.6886502445986072,0.3261483097931677,0.6895520659374544,0.6809927608864335
41,0.6898440843611572,0.3309239368857264,0.6886127430346133,0.6805923838667441
42,0.6880258420738544,0.3441840231060678,0.6892309396428937,0.6795856374904337
43,0.689846815292286,0.32261077510921365,0.6895824377760792,0.6783852584551504
44,0.6886586677291383,0.32619106273015935,0.6906327124896099,0.6765163314368974
45,0.6889306937727999,0.35438381345144615,0.6917795821224405,0.6764174108820121
46,0.6894182943809644,0.35274081170727384,0.6934534991294733,0.6743040986740076
47,0.6891354939942772,0.35380355142504716,0.693472078339092,0.678256307399648
48,0.6913818018510133,0.3672571528474575,0.6914471058117745,0.6785459619102122
49,0.688507952018126,0.3637931783878192,0.6921216532769818,0.6821961875388287
50,0.6896803330436327,0.36326725071328453,0.69194494432106,0.6855661755287343
51,0.6895638273624518,0.3654870634123616,0.6913178416519988,0.6818968753796752
52,0.6892038594751351,0.3655920218121667,0.693232359637418,0.6841226513689018
53,0.6882992121846864,0.3432474966330408,0.6918177548730393,0.6828962716182346
54,0.6890971094814133,0.34451158850518815,0.6915653687874197,0.6798619230943809
55,0.6896388561375848,0.33691681160930664,0.6911903997635046,0.6818928510479433
56,0.689414982354953,0.33522199960956933,0.6914014955401593,0.6827185646424099
57,0.6929546255510649,0.3210880365500242,0.6926603136812024,0.6861085157138144
58,0.6910230806128216,0.31587840803248757,0.693184047039802,0.684062650522021
59,0.6928558420086399,0.3359875943831154,0.6935348115123835,0.6851824330534726
60,0.692533326159969,0.3013741038334807,0.6907950785314038,0.6853567210395188
61,0.6920992788541549,0.2700576872692456,0.6913839854286777,0.6854992622793679
62,0.6926387283722586,0.29925940825488434,0.6935527310382639,0.6820102596494043
63,0.6919241385739492,0.28607869039151174,0.6938486215216846,0.683387185134868
64,0.6943523297261265,0.2573998702720083,0.6926649528155238,0.6828406252840931
65,0.6956319463106136,0.25802149697705495,0.6918827770851707,0.6795141196274093
66,0.6977160078817354,0.2668321819495245,0.6925015662400696,0.6803130181638513
67,0.6983040023825827,0.293515791008781,0.6923981271230697,0.6818389096564607
68,0.6978348387025132,0.29143172685561564,0.6924720799311052,0.6848599669920764
69,0.6983058364341602,0.2926222626006253,0.6916223078155668,0.6852594461800469
70,0.6980669634985673,0.3026004998480739,0.6913681784848644,0.6847629868335223
71,0.6986551307845811,0.33091990740266986,0.692418664459394,0.685026499691945
72,0.6978221012236427,0.326237825687767,0.6883697851109166,0.684368132308165
73,0.7000208498301361,0.31923474796327417,0.6880695858321464,0.6875032230539697
74,0.6994158583221439,0.2945832983620261,0.6868736794578179,0.6892944801113174
75,0.6995658178063583,0.2978877637202764,0.6885598625303824,0.6895214518432411
76,0.6955876492301702,0.29929261011485314,0.6856949344472744,0.6884313873259411
77,0.6959542466473029,0.27459838596735886,0.683903093761182,0.6914304605547329
78,0.6959316162663408,0.27407059191143757,0.6834419719517129,0.6926171534687929
79,0.695513519951082,0.28266054535831153,0.684843011137825,0.689416238152667
80,0.6943219985916694,0.31644196459109464,0.6861220979776074,0.6941213665115498
81,0.6927241567634932,0.30976481936670386,0.6857484139839201,0.6951279759621376
82,0.6939534005203588,0.289706982134566,0.6848192135988375,0.6912800840680655
83,0.6920107436138991,0.2884300053998686,0.6845119969490782,0.6890723250376724
84,0.6913487967884119,0.28682632076332576,0.6854584520807819,0.691047528610433
85,0.6892402322584904,0.2795107713162487,0.6864593557786506,0.69052779301477
86,0.6889375325145234,0.25099332279786213,0.6861115625647434,0.693557132028297
87,0.6888429639602023,0.25971575772449473,0.6895973160548162,0.6911631843690031
88,0.6862836010118533,0.26319662338954947,0.6910120637393684,0.6907441432964134
89,0.6869702475924248,0.2647644391284293,0.6922113829704438,0.6900172459401943
90,0.6857156161668717,0.2611253291597715,0.6922548653432107,0.6873693160530602
91,0.687640541738953,0.2693516460144868,0.6951293092378066,0.689796867465022
92,0.6879994655149048,0.26972577127845815,0.6976156927373012,0.687549396523903
93,0.6857066137009828,0.27196868746464087,0.6967641254478782,0.685497283004357
94,0.6857194291524792,0.2641678185512205,0.6966663713927697,0.6877421304662562
95,0.6848441505031378,0.2315036653138563,0.6962984622449483,0.6876175162630034
96,0.6840426113293243,0.22995550873364198,0.6968823201649457,0.687877420409356
97,0.6812382247601269,0.22017588162909524,0.6964991147894002,0.6888006511329612
98,0.6854971476976185,0.22353692251695775,0.6968343548386826,0.6904587582892409
99,0.686078304708759,0.22455064097676758,0.6958321996038819,0.688292313591998
100,0.6867303559402748,0.2517005130475359,0.6960438380150492,0.6880077023845018
101,0.686811955051193,0.25582618827064557,0.6955501744631296,0.6842741886375724
102,0.6856627867073836,0.2474347633251341,0.6944480706199746,0.6862593434630753
103,0.6871736669731036,0.2522606299540726,0.6936058133249087,0.686802120393485
104,0.6836796464010348,0.25135405130448213,0.6933010486155003,0.6855356387821577
105,0.6860136684275194,0.2573074407728901,0.6919978372181315,0.6891458548774655
106,0.687175667988393,0.2511234338727173,0.6910617055845497,0.6877419969339684
107,0.686088618743121,0.27660390459365136,0.6885966094253083,0.6876570470787916
108,0.6881743219889681,0.2768012539389067,0.6893252555756078,0.6906515461975563
109,0.6881434105047636,0.2750088553751108,0.6894264224874632,0.6913613715157482
110,0.6859559841533865,0.27593690847993313,0.6907617807077296,0.6905883714518344
111,0.6874884585083094,0.27579107500832645,0.6913873940433338,0.6905989355463931
112,0.6904296314560696,0.28261223791518547,0.6932275978897157,0.6923455038138807
113,0.6880416616590566,0.2927432810530528,0.6937964802734229,0.6929521627011884
114,0.6855113681252931,0.3238033057441513,0.6946476160016611,0.6928798813336802
115,0.6880961234905537,0.2961784913346501,0.694767586863415,0.6960164054912998
116,0.6874203868844262,0.2940810791706146,0.6942542573179841,0.6962084893319116
117,0.6874207125018102,0.3018849460954916,0.6950977629574263,0.6965864217622804
118,0.6888086717937275,0.29281574031768826,0.6950492068045719,0.6957216504482252
119,0.6903755871638206,0.2942116208716243,0.6941600373251665,0.6958164213035986
120,0.689446703999126,0.32325083558735535,0.6949993464047158,0.6956329980389332
121,0.6880320524639529,0.32126592351802447,0.6971834702225796,0.6978139970984529
122,0.687732213685851,0.29634161149887983,0.6979365708241593,0.7000425325115439
123,0.6864101164475689,0.29923763026768646,0.6978262957454859,0.6996145583541846
124,0.6836622746763358,0.302628321347071,0.697192546217146,0.698740509886477
125,0.6875155156140844,0.2987758506370644,0.6968213429444973,0.6971701813656457
126,0.6873337978696176,0.3316310562952585,0.6956589350536366,0.6977259723520054
127,0.6848726298943746,0.3274535832481689,0.6935493861378509,0.6966969342518875
128,0.6844959148618803,0.3133271961011308,0.6929481212747419,0.6952104076131642
129,0.6846674214505271,0.28456817690951985,0.6929609136622759,0.6968970715030773
130,0.6791078558883697,0.28486131842648066,0.6929148569272523,0.6962946339293381
131,0.6777269149323492,0.29236407939203557,0.6929570768033121,0.6988123083486556
132,0.6780190091501149,0.2861094170665917,0.6924877041921936,0.6989203909730652
133,0.6757415282043421,0.28764775705067647,0.6924877041921936,0.6993491499645813
134,0.6771866816195257,0.28763339748506384,0.693235793502266,0.7011600186531051
135,0.6780776610220802,0.25401713055016445,0.6935872752697586,0.6981477802209194
136,0.6796420974772985,0.25515481554602054,0.691609113635001,0.6980588545171504
137,0.6796166529981993,0.28299604396283085,0.6920049228027617,0.6985841133001107
138,0.6761103393235127,0.2794551195113769,0.6914884808890955,0.697491392742278
139,0.6787865686400958,0.27676765596020897,0.692215783924946,0.6959197928351737
140,0.6783428965017284,0.2791442763478088,0.6924934084342056,0.6973478808765766
141,0.6788856556827899,0.279173093361058,0.6923226009023201,0.6955188494058017
142,0.6791788922154277,0.2814889028480773,0.6924847412843642,0.6968510842809337
143,0.6772940493663934,0.27964988535576984,0.692036158750624,0.6975723932109142
144,0.6769149846210818,0.27822429956068645,0.6922359718186073,0.6972587308325179
145,0.6815063861466826,0.27941922816696235,0.6914345109489763,0.6972607116808206
146,0.6837712373635451,0.2740851620690838,0.6920252887386937,0.6967138927067746
147,0.6834519589478636,0.27569370676060034,0.6915575305206507,0.6967491184406868
148,0.6846483671806974,0.27701013837484584,0.6912748624203734,0.6943945476010953
149,0.6835695525545219,0.28185187513125337,0.6907136699941703,0.6928127840625905
150,0.6808059419947351,0.2903366389886462,0.6909482859095353,0.6941918548430805
151,0.6791499477252027,0.2884452701035002,0.6912338384474329,0.6947061024855439
152,0.6811046587521512,0.2615682020818724,0.6917733581473716,0.695232912205725
153,0.6842278756945954,0.2635687138375161,0.6921711241750728,0.6940015209239249
154,0.681437296999071,0.26444965530426856,0.6918902551163758,0.6945142280073857
155,0.6804554607450692,0.2656256854201113,0.6907896087260497,0.6945080775493532
156,0.6794978211192348,0.266455609441878,0.6908436941774899,0.6958757423139256
157,0.6799388050690254,0.2793252345698349,0.6922076074829457,0.6955330175844163
158,0.6834952109016484,0.28003072883639296,0.6937664577330158,0.6964791176243835
159,0.6848820964382564,0.2789044384916162,0.6924428584874533,0.6977958848873735
160,0.684640189838647,0.2773149725123299,0.6931269069758116,0.6972319516775798
161,0.6845232268405501,0.2752448568786216,0.6933379061977376,0.6979503308505125
162,0.6850341503794378,0.2740385163581612,0.6933835646859194,0.6980744904668759
163,0.685277809179566,0.28031802319614435,0.6930994469563937,0.6970885597809968
164,0.6832980241785681,0.2765981163275763,0.6926670886752617,0.6985322570558433
165,0.6834333324935642,0.2710137591984046,0.6923147377837447,0.7001654247075388
166,0.6817275099806134,0.27383996953618633,0.6923305737402198,0.6979011937793833
167,0.6815842856760469,0.27053363532918695,0.6918968962029226,0.6965869340518509
168,0.6823349458624838,0.2690224254778888,0.6925063381162185,0.696701582502692
169,0.6864707146910917,0.26864251453555144,0.6917705890770274,0.696701582502692
170,0.6881158229332215,0.2691131985655687,0.6918467540908864,0.6959770535802031
171,0.6886890286977186,0.23736069046453753,0.6916124705146861,0.6944947403647898
172,0.6885469258967353,0.24458474751074846,0.6909503449429593,0.6943651373560064
173,0.6868397483197072,0.2557719645967533,0.6898250449697902,0.694387277584831
174,0.6849093442875377,0.25567097607505457,0.6917317338424633,0.6914310846473465
175,0.6835324396741725,0.25462273526881063,0.6915104678867616,0.6914252946136581
176,0.6840978763080405,0.2525403824913615,0.6904799908822734,0.6899554875317591
177,0.6829346081792466,0.2550157063517782,0.6910164463408288,0.6879957493559336
178,0.6834325454827697,0.25124266124810407,0.6908136083561411,0.6899540988128573
179,0.6844049872513353,0.2628671169246199,0.6917371155364321,0.6883608988755185
180,0.6840061701254617,0.26074136188356506,0.6924274116444896,0.6874195164833481
181,0.6869715856688373,0.26356432865464446,0.6913986076280736,0.6892646062083325
182,0.6878588912775494,0.26448733933046353,0.6908426001418813,0.6881705552490965
183,0.6869485431233547,0.2679560449496729,0.6897420093294253,0.6885830318710419
184,0.6858512579563221,0.26760587674367337,0.6899626766029504,0.6908827945319823
185,0.6838858870626505,0.2666016579838001,0.6893903932560761,0.6903905042089197
